Date,Artist,Song Name,Director,Video,Type,Release,Full Name,Date of Birth,Group,Country,Birthplace,Gender,Debut,Company,Fanclub Name,Active,Members,Orig. Memb.
4/4/2018,WINNER,EVERYDAY,,https://youtu.be/d1D1SJ-KqaQ,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2014-08-12,YG,Ace,Yes,4.0,5.0
4/3/2018,The Boyz,Giddy Up,Naive,https://youtu.be/DNH7X46gMjQ,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2017-12-31,Cre.Ker,,Yes,12.0,12.0
4/3/2018,TVXQ!,Love Line,,https://youtu.be/vHvwuBzimIU,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2003-12-26,SM,Cassiopeia,Yes,2.0,5.0
4/2/2018,Pentagon,Shine,,https://youtu.be/z4dH6hEMuwk,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
4/1/2018,NCT U,YESTODAY,,https://youtu.be/gUWDiXBNohY,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
4/1/2018,Super Junior-D&E,Lose It,,https://youtu.be/cu-Bt1oM470,Boy,Japanese,,NaN,NaN,NaN,NaN,NaN,,,,,,
3/30/2018,Stray Kids,Grow Up,,https://youtu.be/a4jiotDjHe4,Boy,Minor,,NaN,NaN,NaN,NaN,NaN,2018-03-26,JYP,,Yes,9.0,9.0
3/28/2018,TVXQ!,The Chance Of Love,,https://youtu.be/3wnHiK5sKgA,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2003-12-26,SM,Cassiopeia,Yes,2.0,5.0
3/27/2018,5tion,Love Takes Time,,https://youtu.be/O9xPI7yeBtU,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
3/26/2018,Stray Kids,District 9,HIGHQUALITYFISH,https://youtu.be/u6unJQownW4,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2018-03-26,JYP,,Yes,9.0,9.0
3/26/2018,MONSTA X,Jealousy,,https://youtu.be/TSA9VZduuZ4,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2014-05-14,Starship,Monbebe,Yes,6.0,7.0
3/25/2018,Shinhwa,All Your Dreams,,https://youtu.be/PCtYEBaP8c4,Boy,Major,,NaN,NaN,NaN,NaN,NaN,1998-03-24,"SM, Good, Shinhwa",Shinhwa Changjo,Yes,6.0,6.0
3/21/2018,SEVENTEEN,Just Do It (BSS),,https://youtu.be/YGXiVHTy0JE,Boy,Minor,,NaN,NaN,NaN,NaN,NaN,,,,,,
3/20/2018,B1A4,Aerumade,,https://youtu.be/kPO7GeOpgsM,Boy,Japanese,,NaN,NaN,NaN,NaN,NaN,2010-04-19,WM,BANA,Yes,5.0,5.0
3/20/2018,SF9,Together,,https://youtu.be/J76f1Lzbng4,Boy,Minor,,NaN,NaN,NaN,NaN,NaN,2016-10-05,FNC,Fantasy,Yes,9.0,9.0
3/19/2018,Wanna One,Boomerang,,https://youtu.be/pmMjkMtpnTc,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2017-08-07,YMC,Wannable,No,11.0,11.0
3/15/2018,FTISLAND,Hold The Moon,,https://youtu.be/OajzJsz88RI,Boy,Japanese,,NaN,NaN,NaN,NaN,NaN,2007-06-07,FNC,Primadonna,Yes,4.0,5.0
3/15/2018,UP10TION,Candyland,Naive,https://youtu.be/RyqdEmxN9T8,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2015-09-11,TOP Media,HONEY10,Yes,10.0,10.0
3/13/2018,NCT 127,Touch,Kim 'Oui Kim' Seonguk,https://youtu.be/6sHIq41sI-w,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
3/13/2018,Golden Child,Lady,,https://youtu.be/dnXc0UQ1zq0,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2017-08-28,Woollim,,Yes,10.0,11.0
3/12/2018,GOT7,Look,,https://youtu.be/sS0LCjOiIhc,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2014-01-16,JYP,I GOT7,Yes,7.0,7.0
3/8/2018,U-KISS,No Regret,,https://youtu.be/QLnRWBZg3TM,Boy,Japanese,,NaN,NaN,NaN,NaN,NaN,2008-08-28,NH Media,Kissme,Yes,6.0,6.0
3/8/2018,ONF,Difficult,,https://youtu.be/8mSh-YcD6ho,Boy,Minor,,NaN,NaN,NaN,NaN,NaN,2017-08-02,WM,,Yes,6.0,7.0
3/6/2018,MXM,Gone Cold,,https://youtu.be/JwCGWTZrfYY,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2017-09-06,Brand New,,Yes,2.0,2.0
3/5/2018,Noel,Our last day,,https://youtu.be/fs9Ch5KUocQ,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
3/5/2018,Wanna One,I.P.U,,https://youtu.be/2NlNEj2mCIg,Boy,Minor,,NaN,NaN,NaN,NaN,NaN,2017-08-07,YMC,Wannable,No,11.0,11.0
3/4/2018,NCT DREAM,GO,,https://youtu.be/cD8SYW8rjaQ,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
2/27/2018,Waeb,Go Away,,https://youtu.be/iCYTPhxgTMU,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
2/26/2018,NCT U,Baby Don't Stop,,https://youtu.be/k0DqRstCgj4,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
2/26/2018,SF9,Mamma Mia,Purple Straw Film,https://youtu.be/5XTbQ7NERhY,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2016-10-05,FNC,Fantasy,Yes,9.0,9.0
2/23/2018,"Trax, Lip2Shot",Notorious,,https://youtu.be/gh_b4JX6aGw,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
2/21/2018,VROMANCE,Star,,https://youtu.be/WdVXgRifwY0,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2016-06-12,RBW,,Yes,4.0,4.0
2/18/2018,NCT U,BOSS,,https://youtu.be/0AUFyFEt35g,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
2/18/2018,Boyfriend,Try My Wings,,https://youtu.be/94iYe9-eyHI,Boy,Japanese,,NaN,NaN,NaN,NaN,NaN,2011-05-26,Starship,Bestfriend,No,6.0,6.0
2/15/2018,N.tic,Once Again,,https://youtu.be/7A5e0v9cuFM,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
2/13/2018,The Eastlight,Valentines Day,,https://youtu.be/m4XVq2TgptU,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2016-11-03,MediaLine,,No,6.0,6.0
2/11/2018,Mighty Mouth,Uber,,https://youtu.be/AyVs39XIs1c,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
2/10/2018,VAV,Gorgeous,,https://youtu.be/ByLrmZJ7VdI,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2015-10-31,A team,,Yes,7.0,6.0
2/7/2018,Dynamic Duo,Bongjeseon,,https://youtu.be/sfPnkCPVXYo,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
2/7/2018,PLT,Blind,,https://youtu.be/Hky3jgyd2I0,Boy,Minor,,NaN,NaN,NaN,NaN,NaN,,,,,,
2/6/2018,MONSTA X,In Time,,https://youtu.be/XUJ_xpOVfyw,Boy,Minor,,NaN,NaN,NaN,NaN,NaN,2014-05-14,Starship,Monbebe,Yes,6.0,7.0
2/5/2018,DAY6,If We Can Meet Again,,https://youtu.be/unS_PcMn3RA,Boy,Japanese,,NaN,NaN,NaN,NaN,NaN,2015-09-07,JYP,,Yes,5.0,6.0
2/5/2018,SEVENTEEN,Thanks,,https://youtu.be/gZItyr1SNjU,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
2/4/2018,100%,Song For You,,https://youtu.be/AnC0bwBumj8,Boy,Japanese,,NaN,NaN,NaN,NaN,NaN,2012-09-18,TOP Media,Perfection,Yes,4.0,7.0
2/3/2018,BLACKSIX,Alone,,https://youtu.be/L_CZzj1hP50,Boy,Minor,,NaN,NaN,NaN,NaN,NaN,,,,,,
2/2/2018,Henry,Monster,,https://youtu.be/dfeEwt5_jsQ,Boy,English,,NaN,NaN,NaN,NaN,NaN,,,,,,
2/1/2018,2000won,SSUL,,https://youtu.be/88iRnH2K1z4,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
1/31/2018,Super Junior-D&E,If You,,https://youtu.be/ryxWUHZDJwI,Boy,Japanese,,NaN,NaN,NaN,NaN,NaN,,,,,,
1/31/2018,14U,Don't Be Pretty,,https://youtu.be/HSPGFCv4BTA,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2017-04-17,BG,,Yes,14.0,14.0
1/29/2018,Golden Child,It's You,,https://youtu.be/fq56d1YiLFE,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2017-08-28,Woollim,,Yes,10.0,11.0
1/28/2018,VAV,Spotlight,,https://youtu.be/rKuuTQhM-tg,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2015-10-31,A team,,Yes,7.0,6.0
1/25/2018,iKON,Love Scenario,,https://youtu.be/vecSVX1QYbQ,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2015-09-15,YG,iKONIC,Yes,6.0,7.0
1/24/2018,The Eastlight,Two Of Us,,https://youtu.be/2iF1WRGp1W8,Boy,Minor,,NaN,NaN,NaN,NaN,NaN,2016-11-03,MediaLine,,No,6.0,6.0
1/23/2018,Rainz,Turn It Up,,https://youtu.be/mD1Yeygtxrs,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
1/23/2018,B1A4,Do You Remember,,https://youtu.be/3pMUutnxSbw,Boy,Japanese,,NaN,NaN,NaN,NaN,NaN,2010-04-19,WM,BANA,Yes,5.0,5.0
1/23/2018,Target,Awake,,https://youtu.be/xn72N1Y3ABE,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2018-01-23,TNS,,Yes,7.0,7.0
1/21/2018,HALO,Liar,,https://youtu.be/6hzrxedNMnk,Boy,Japanese,,NaN,NaN,NaN,NaN,NaN,2014-07-26,Histar,,Yes,6.0,6.0
1/20/2018,UP10TION,Wild Love,,https://youtu.be/eOLasFesC3Q,Boy,Japanese,,NaN,NaN,NaN,NaN,NaN,2015-09-11,TOP Media,HONEY10,Yes,10.0,10.0
1/18/2018,The Eastlight,Real Man,,https://youtu.be/SiQeBQLBu3U,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2016-11-03,MediaLine,,No,6.0,6.0
1/17/2018,JBJ,My Flower,,https://youtu.be/uexk7jWXYmU,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2017-10-18,Fave,,No,6.0,6.0
1/15/2018,Stray Kids,Spread My Wings (Performance),,https://youtu.be/Xo8FPXlI3CU,Boy,Minor,,NaN,NaN,NaN,NaN,NaN,2018-03-26,JYP,,Yes,9.0,9.0
1/12/2018,NCT U,Timeless,,https://youtu.be/PmH948yZwhE,Boy,Minor,,NaN,NaN,NaN,NaN,NaN,,,,,,
1/10/2018,MXM,Diamond Girl,,https://youtu.be/ZmTVq81q35M,Boy,Minor,,NaN,NaN,NaN,NaN,NaN,2017-09-06,Brand New,,Yes,2.0,2.0
1/9/2018,MONSTA X,Spotlight,,https://youtu.be/_53QwBl9m88,Boy,Japanese,,NaN,NaN,NaN,NaN,NaN,2014-05-14,Starship,Monbebe,Yes,6.0,7.0
1/8/2018,Infinite,Tell Me,,https://youtu.be/TM-gCW45YHc,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2010-06-09,Woollim,Inspirit,Yes,6.0,7.0
1/8/2018,Block B,Don't Leave,,https://youtu.be/j0FrZ40fPiA,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2011-04-13,KQ,BBC,Yes,7.0,7.0
1/7/2018,Stray Kids,Beware (Performance),,https://youtu.be/Sy3ERg7OCWo,Boy,Minor,,NaN,NaN,NaN,NaN,NaN,2018-03-26,JYP,,Yes,9.0,9.0
1/5/2018,Voisper,Missing U,,https://youtu.be/3R4wdqRcWRI,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
1/4/2018,5tion,Come Back,,https://youtu.be/tWhYLVhSzrg,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
1/3/2018,N.Flying,Hot Potato,,https://youtu.be/y1iRckD1ys4,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2015-05-20,FNC,N.Fia,Yes,4.0,4.0
1/2/2018,PLT,Blah,,https://youtu.be/OGDkrq3cqYU,Boy,Minor,,NaN,NaN,NaN,NaN,NaN,,,,,,
1/2/2018,TRCNG,Wolf Baby,,https://youtu.be/-kOVdJD_4kM,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2017-10-10,TS,,Yes,10.0,10.0
1/2/2018,Drug Restaurant,Her,,https://youtu.be/IjDn1HXrNTY,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
12/27/2017,EXO,Universe,,https://youtu.be/leu-cTvMWTA,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2012-04-08,SM,EXO-L,Yes,9.0,12.0
12/26/2017,Super Junior-D&E,You Don't Go,,https://youtu.be/GBA0wE7qgWk,Boy,Japanese,,NaN,NaN,NaN,NaN,NaN,,,,,,
12/23/2017,NU'EST W,Let Me Out,,https://youtu.be/333AbjpGqk8,Boy,OST,,NaN,NaN,NaN,NaN,NaN,,,,,,
12/15/2017,NCT DREAM,Joy,,https://youtu.be/VMMl0DopcdM,Boy,Minor,,NaN,NaN,NaN,NaN,NaN,,,,,,
12/14/2017,B.A.P,Hands Up,,https://youtu.be/Cd8UxUlqaZ8,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2012-01-27,TS,BABY,No,6.0,6.0
12/7/2017,Mighty Mouth,Instagram,,https://youtu.be/xv8HfP2J97E,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
12/6/2017,The Boyz,Boy,Naive,https://youtu.be/yuk0LHFSlR8,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2017-12-31,Cre.Ker,,Yes,12.0,12.0
12/6/2017,Snuper,Stand by me,,https://youtu.be/aHXPRm_0y3U,Boy,Japanese,,NaN,NaN,NaN,NaN,NaN,2015-11-16,Widmay,Swing,Yes,6.0,6.0
12/5/2017,DAY6,I Like You,,https://youtu.be/daoMYJv8i0c,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2015-09-07,JYP,,Yes,5.0,6.0
12/5/2017,EXO,Electric Kiss,,https://youtu.be/BC19fhyTG_M,Boy,Japanese,,NaN,NaN,NaN,NaN,NaN,2012-04-08,SM,EXO-L,Yes,9.0,12.0
12/4/2017,ANYWAY,Follow You,,https://youtu.be/6ChZkgkpIzg,Boy,Minor,,NaN,NaN,NaN,NaN,NaN,,,,,,
11/27/2017,BLK,Hero,,https://youtu.be/5s_DjeBv9B4,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2017-11-28,Byking,,No,7.0,7.0
11/26/2017,Hey Men,Jelly,,https://youtu.be/dTbN75jr-nA,Boy,Minor,,NaN,NaN,NaN,NaN,NaN,,,,,,
11/26/2017,MAP6,Love Is Gone,,https://youtu.be/-OhRgfEsozc,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2015-11-10,DreamT,,Yes,5.0,5.0
11/26/2017,MXM,Save The Rest,,https://youtu.be/m0_7WmpaoH0,Boy,Minor,,NaN,NaN,NaN,NaN,NaN,2017-09-06,Brand New,,Yes,2.0,2.0
11/24/2017,BTS,Mic Drop (Steve Aoki Remix),Woogie Kim,https://youtu.be/kTlv5_Bs8aw,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2013-06-13,Big Hit,ARMY,Yes,7.0,7.0
11/23/2017,Pentagon,Violet,,https://youtu.be/nzdDUg5R_IQ,Boy,Minor,,NaN,NaN,NaN,NaN,NaN,,,,,,
11/22/2017,Pentagon,Runaway,,https://youtu.be/vxpRxiNM2sQ,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
11/22/2017,Honeyst,Someone To Love,,https://youtu.be/atm1nif3-s0,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2017-05-17,FNC,,Yes,4.0,4.0
11/20/2017,Epik High,Lost One,,https://youtu.be/LvofNApz01I,Boy,Minor,,NaN,NaN,NaN,NaN,NaN,,,,,,
11/17/2017,"Nell, Groovy Room",Today,,https://youtu.be/CGrk5YZC1y0,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
11/16/2017,Snuper,Dear,,https://youtu.be/1sJf0_7AddM,Boy,Minor,,NaN,NaN,NaN,NaN,NaN,2015-11-16,Widmay,Swing,Yes,6.0,6.0
11/15/2017,Fly To The Sky,Your Season,,https://youtu.be/yFOOCA6XW08,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
11/13/2017,Wanna One,Beautiful,,https://youtu.be/o4_tHTmniw4,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2017-08-07,YMC,Wannable,No,11.0,11.0
11/13/2017,AshGray,Love No More,,https://youtu.be/SXwPKNozWfQ,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
11/9/2017,VICTON,Remember Me,,https://youtu.be/uLvr9Q-iJcs,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2016-11-09,Plan A,Alice,Yes,7.0,7.0
11/7/2017,SF9,Let's Hang out,,https://youtu.be/dBHu2M7fT6w,Boy,Minor,,NaN,NaN,NaN,NaN,NaN,2016-10-05,FNC,Fantasy,Yes,9.0,9.0
11/7/2017,Block B,Shall We Dance,,https://youtu.be/NHglTopVlKQ,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2011-04-13,KQ,BBC,Yes,7.0,7.0
11/7/2017,MONSTA X,Dramarama,Vikings League,https://youtu.be/r1afdZk0qcI,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2014-05-14,Starship,Monbebe,Yes,6.0,7.0
11/6/2017,Super Junior,Black Suit,Rigid Film,https://youtu.be/MvqB6JsRbsc,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2005-11-06,SM,ELF,Yes,11.0,12.0
11/6/2017,SEVENTEEN,Clap,,https://youtu.be/CyzEtbG-sxY,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
11/5/2017,DAY6,All Alone,Naive,https://youtu.be/Fd-elEnkInw,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2015-09-07,JYP,,Yes,5.0,6.0
11/2/2017,Hyeongseop X Euiwoong,It Will Be Good,,https://youtu.be/KKFXJYKctR8,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
11/1/2017,ASTRO,Crazy Sexy Cool,,https://youtu.be/xeUx0AN2kCA,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2016-02-23,Fantagio,AROHA,Yes,6.0,6.0
10/31/2017,Voisper,Save As,,https://youtu.be/-ICUJcSrO9c,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
10/31/2017,The Rose,Like We Used To,,https://youtu.be/K1FQeUXn_sc,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
10/30/2017,GOT7,Turn Up,,https://youtu.be/Mn9W9o7gKGA,Boy,Japanese,,NaN,NaN,NaN,NaN,NaN,2014-01-16,JYP,I GOT7,Yes,7.0,7.0
10/30/2017,Super Junior,One More Chance,Digipedi,https://youtu.be/-UROg0lsqW0,Boy,Minor,,NaN,NaN,NaN,NaN,NaN,2005-11-06,SM,ELF,Yes,11.0,12.0
10/25/2017,IN2IT,Amazing,,https://youtu.be/RwvtpZ2tfT8,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2017-10-26,MMO,,Yes,7.0,8.0
10/24/2017,4Men,Break Up In The Morning,,https://youtu.be/3nqkdt2vvME,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
10/23/2017,Epik High,Home Is Far Away,,https://youtu.be/pTD9Jysi3_g,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
10/23/2017,Epik High,Love Story,,https://youtu.be/Z3INNjAEqHk,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
10/18/2017,A.C.E,Callin',,https://youtu.be/6uuBP8r3NV4,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2017-05-23,Beat,Choice,Yes,5.0,5.0
10/18/2017,JBJ,Fantasy,,https://youtu.be/RGYIpwovVsc,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2017-10-18,Fave,,No,6.0,6.0
10/16/2017,BtoB,Missing You,,https://youtu.be/4bykFvnRzno,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2012-03-21,Cube,Melody,Yes,7.0,7.0
10/16/2017,Highlight,Can Be Better,,https://youtu.be/ZJy8tsVEo9I,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2009-10-14,Around Us,B2uty,Yes,4.0,6.0
10/15/2017,SEVENTEEN,Pinwheel,,https://youtu.be/aarBJqitCJE,Boy,Minor,,NaN,NaN,NaN,NaN,NaN,,,,,,
10/12/2017,UP10TION,Going Crazy,,https://youtu.be/l-qQUYcqTJs,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2015-09-11,TOP Media,HONEY10,Yes,10.0,10.0
10/12/2017,MASC,Do It,,https://youtu.be/KCU7MwI12rk,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
10/12/2017,Varsity,Can You Come Out Now,,https://youtu.be/xzQPIe0HNJ4,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2017-01-05,GKC,,Yes,12.0,12.0
10/12/2017,SF9,O Sole Mio,,https://youtu.be/sUZeYOLp8Ys,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2016-10-05,FNC,Fantasy,Yes,9.0,9.0
10/12/2017,Rainz,Juliette,,https://youtu.be/odNUd0t4AlA,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
10/12/2017,Block B,My Zone,,https://youtu.be/ilpfcI_4L2g,Boy,CF,,NaN,NaN,NaN,NaN,NaN,2011-04-13,KQ,BBC,Yes,7.0,7.0
10/11/2017,MASC,Run To You,,https://youtu.be/pepUknR_Ktk,Boy,Minor,,NaN,NaN,NaN,NaN,NaN,,,,,,
10/10/2017,TRCNG,Spectrum,,https://youtu.be/MVMfBa_NTtI,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2017-10-10,TS,,Yes,10.0,10.0
10/10/2017,GOT7,You Are,,https://youtu.be/ktc8XDBq93k,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2014-01-16,JYP,I GOT7,Yes,7.0,7.0
10/10/2017,NU'EST W,Where You At,,https://youtu.be/5e8-4mBiCSI,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
10/8/2017,SEVENTEEN,Lilili Yabbay,,https://youtu.be/VKuvYk-FsPM,Boy,Minor,,NaN,NaN,NaN,NaN,NaN,,,,,,
10/6/2017,Stray Kids,Hellevator,AR FILM,https://youtu.be/AdfIfFGCqgo,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2018-03-26,JYP,,Yes,9.0,9.0
10/1/2017,SEVENTEEN,Trauma,,https://youtu.be/4tRsEUB6-bk,Boy,Minor,,NaN,NaN,NaN,NaN,NaN,,,,,,
9/30/2017,U-KISS,Fly,,https://youtu.be/IUlAvvuWvOQ,Boy,Japanese,,NaN,NaN,NaN,NaN,NaN,2008-08-28,NH Media,Kissme,Yes,6.0,6.0
9/28/2017,DAY6,When You Love Someone,,https://youtu.be/qWQ1xOfUNYQ,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2015-09-07,JYP,,Yes,5.0,6.0
9/25/2017,B1A4,Rollin',,https://youtu.be/aYru067971M,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2010-04-19,WM,BANA,Yes,5.0,5.0
9/24/2017,SEVENTEEN,Change Up,,https://youtu.be/6iCn6Qpy36k,Boy,Minor,,NaN,NaN,NaN,NaN,NaN,,,,,,
9/21/2017,SECHSKIES,Smile,,https://youtu.be/eijTpIN6tsA,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
9/21/2017,SECHSKIES,Something Special,,https://youtu.be/MEaZkhrHOsE,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
9/20/2017,CNBLUE,Starting Over,,https://youtu.be/k079kBwoKN8,Boy,Japanese,,NaN,NaN,NaN,NaN,NaN,2010-01-14,FNC,Boice,Yes,4.0,4.0
9/18/2017,BTS,DNA,Lumpens,https://youtu.be/MBdVXkSdhwU,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2013-06-13,Big Hit,ARMY,Yes,7.0,7.0
9/12/2017,D.I.P,A Likely Night,,https://youtu.be/NO9OMol-GmE,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
9/8/2017,VIXX,La La La ~Aiwo Arigatou~,,https://youtu.be/x9XxL88D2qM,Boy,Japanese,,NaN,NaN,NaN,NaN,NaN,2012-05-24,Jellyfish,Starlight,Yes,6.0,6.0
9/6/2017,Pentagon,Like This,,https://youtu.be/j7VUyTI0UF0,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
9/6/2017,MXM,I'm The One,,https://youtu.be/Hm3NfHbc9UU,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2017-09-06,Brand New,,Yes,2.0,2.0
9/5/2017,EXO,Power,,https://youtu.be/sGRv8ZBLuW0,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2012-04-08,SM,EXO-L,Yes,9.0,12.0
9/5/2017,B.A.P,Honeymoon,ZANYBROS,https://youtu.be/J65BF4NogoI,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2012-01-27,TS,BABY,No,6.0,6.0
9/5/2017,DAY6,I Loved You,,https://youtu.be/EwLMA5XYnKI,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2015-09-07,JYP,,Yes,5.0,6.0
9/3/2017,BLACK6IX,Like A Flower,,https://youtu.be/XgfJBVSC_uM,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2017-04-07,BLACK HOLE,,Yes,6.0,6.0
9/1/2017,IM,Sad Story,,https://youtu.be/nqesJ9i5IV0,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
8/31/2017,IZ,All You Want,,https://youtu.be/RThtQnQ6BOk,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2017-08-31,Music K,,Yes,4.0,4.0
8/28/2017,Golden Child,DamDaDi,,https://youtu.be/lpMdr_5bygo,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2017-08-28,Woollim,,Yes,10.0,11.0
8/28/2017,VIXX LR,Whisper,,https://youtu.be/mLA5fX3JdN4,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
8/25/2017,GreatGuys,Last Men,,https://youtu.be/CfuSB5iY02M,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2017-08-25,DNA,Grace,Yes,9.0,9.0
8/24/2017,GreatGuys,Last Men,,https://youtu.be/CfuSB5iY02M,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2017-08-25,DNA,Grace,Yes,9.0,9.0
8/23/2017,VICTON,Unbelievable,,https://youtu.be/lqfGcA7wA6E,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2016-11-09,Plan A,Alice,Yes,7.0,7.0
8/21/2017,BtoB,Brand new days~Whatever future~,,https://youtu.be/nQNRxO3LucI,Boy,Japanese,,NaN,NaN,NaN,NaN,NaN,2012-03-21,Cube,Melody,Yes,7.0,7.0
8/17/2017,NCT DREAM,We Young,,https://youtu.be/h3aP1cxwCyk,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
8/16/2017,SF9,Hide and Seek,,https://youtu.be/A1PgetiyY2Y,Boy,Minor,,NaN,NaN,NaN,NaN,NaN,2016-10-05,FNC,Fantasy,Yes,9.0,9.0
